NO_OF_SAMPLES	3360
TOT_NO_OF_CHAN	40
FREQUENCY	2400.000000
NO_OF_CALC_CHAN	0
TIME_STAMP	2014-12-18, 12:05:38	16175.01486552
FIRST_SAMPLE	1121
DESCRIPTION	--
DATA_INCLUDED	Analog
CHANNEL_NAMES	Channel_01	Channel_02	Channel_03	Channel_04	Channel_05	Channel_06	Channel_07	Channel_08	Channel_09	Channel_10	Channel_11	Channel_12	Channel_13	Channel_14	Channel_15	Channel_16	Channel_17	Channel_18	Channel_19	Channel_20	Channel_21	Channel_22	Channel_23	Channel_24	Channel_25	Channel_26	Channel_27	Channel_28	Channel_29	Channel_30	Channel_31	Channel_32	Channel_33	Channel_34	Channel_35	Channel_36	Channel_37	Channel_38	Channel_39	Channel_40
CHANNEL_GAIN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FP_LOCATION
FP_CAL
FP_GAIN
-0.001678	0.011749	0.005646	0.007477	-0.006561	0.009308	-0.373083	-2.080873	3.441672	-0.710307	2.526436	1.155261	-0.031891	0.186923	0.105745	-0.156405	-0.009613	-0.012665	0.019074	0.005646	0.010529	0.018769	0.003204	0.010224	-0.400244	0.525063	0.473487	0.486915	0.488746	0.462501	0.000153	-0.011139	0.233005	0.223545	0.227512	0.159152	0.228733	0.214389	0.206149	0.087434	
-0.000763	0.010529	0.002289	0.008392	-0.004730	0.007477	-0.372778	-2.083925	3.444114	-0.707866	2.525826	1.154040	-0.045319	0.190585	0.107271	-0.151217	-0.000763	-0.009613	0.016938	0.005341	0.005951	0.019074	0.004425	0.008087	-0.454261	0.481422	0.436866	0.460670	0.471351	0.453040	0.001068	-0.010529	0.231785	0.222629	0.226596	0.159152	0.240330	0.222019	0.223545	0.096590	
-0.001984	0.006867	0.000458	0.008087	-0.003204	0.008392	-0.370642	-2.084535	3.448692	-0.705425	2.524605	1.156481	-0.040742	0.129854	0.083467	-0.118257	-0.002594	-0.011444	0.021820	0.007172	0.006561	0.016022	0.002289	0.009003	-0.520485	0.479286	0.430152	0.451820	0.460059	0.442969	0.001373	-0.010529	0.231174	0.222934	0.226902	0.158541	0.236667	0.221714	0.221408	0.097200	
-0.002594	0.005951	0.001373	0.009918	-0.005341	0.007782	-0.370031	-2.088808	3.449302	-0.706340	2.527352	1.156786	-0.035554	0.092622	0.067903	-0.105745	-0.002289	-0.016022	0.018158	0.005951	0.010834	0.021515	0.004425	0.008698	-0.574197	0.584268	0.519265	0.527504	0.518959	0.488136	0.000763	-0.011139	0.232700	0.222324	0.226596	0.157931	0.236362	0.220188	0.219272	0.096895	
0.002594	0.008698	0.001373	0.005646	-0.005341	0.012970	-0.369726	-2.096742	3.448692	-0.707561	2.527352	1.157397	-0.018158	0.105135	0.073396	-0.096284	0.005341	-0.012360	0.020600	0.005035	0.007477	0.016327	0.005341	0.010529	-0.632181	0.674296	0.606851	0.613260	0.595865	0.559548	0.001068	-0.009613	0.232700	0.222629	0.226596	0.158541	0.236057	0.220188	0.218967	0.096284	
0.002594	0.008392	0.003204	0.004120	-0.003815	0.012665	-0.371557	-2.103151	3.448692	-0.711223	2.534066	1.162890	-0.012970	0.102693	0.053559	-0.065461	-0.000458	-0.003510	0.019684	0.004425	0.008698	0.019379	0.005035	0.007782	-0.703593	0.757916	0.686198	0.692912	0.671855	0.635233	0.000153	-0.009613	0.231174	0.222019	0.226291	0.158236	0.235447	0.219883	0.218967	0.095979	
