NO_OF_FRAMES	336
NO_OF_CAMERAS	10
NO_OF_MARKERS	48
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2014-12-18, 12:05:38	16175.01486552
DATA_INCLUDED	3D
MARKER_NAMES	TOP_HEAD	R_AC	L_AC	R_ASIS	L_ASIS	R_PSIS	L_PSIS	SACRAL	L_IC	R_IC	L_GT	R_GT	R_LAT_KNEE	R_MED_KNEE	L_MED_KNEE	L_LAT_KNEE	R_TOE	L_TOE	R_1ST_MET	L_1ST_MET	L_5TH_MET	R_5TH_MET	R_LAT_ANK	R_MED_ANK	L_MED_ANK	L_LAT_ANK	L_HEEL_SUP	R_HEEL_SUP	L_HEEL_LAT	R_HEEL_LAT	L_HEEL_MED	R_HEEL_MED	R_LL_PROX_POST	R_LL_PROX_ANT	R_LL_DIST_ANT	R_LL_DIST_POST	R_THIGH_PROX_POST	R_THIGH_PROX_ANT	R_THIGH_DIST_ANT	R_THIGH_DIST_POST	L_PROS_PROX_ANT	L_PROS_PROX_POST	L_PROS_DIST_POST	L_PROS_DIST_ANT	L_THIGH_PROX_ANT	L_THIGH_PROX_POST	L_THIGH_DIST_POST	L_THIGH_DIST_ANT
278.197	-653.629	1748.984	550.394	-859.185	1540.614	98.247	-941.229	1553.532	528.725	-891.804	1087.786	178.022	-868.580	1024.848	386.682	-1105.494	1090.123	258.688	-1086.858	1073.703	321.237	-1115.139	1053.337	134.627	-929.269	1149.751	535.147	-914.068	1186.046	135.559	-916.400	938.622	562.739	-976.531	983.741	492.628	-1084.555	591.248	0.000	0.000	0.000	378.747	-774.458	565.835	218.813	-793.487	563.853	372.893	-1068.103	64.981	279.820	-407.539	198.130	328.291	-1147.323	53.493	334.038	-467.738	138.056	204.780	-486.980	116.656	463.518	-1172.558	45.414	444.605	-1256.095	151.248	343.355	-1250.523	162.225	313.206	-618.594	153.196	245.113	-640.563	134.278	283.682	-694.790	49.820	388.311	-1364.367	153.335	252.523	-670.798	27.844	420.732	-1364.092	126.987	316.725	-662.708	31.017	359.815	-1360.186	125.450	482.000	-1229.344	452.686	504.223	-1166.816	421.982	484.322	-1186.387	350.809	470.712	-1237.118	370.230	533.167	-1051.142	858.417	547.546	-979.885	859.654	536.007	-998.063	770.349	520.578	-1065.310	770.555	232.575	-715.510	509.844	220.062	-764.330	485.059	227.463	-742.433	426.293	239.875	-699.222	456.068	191.913	-809.874	818.346	159.717	-871.800	801.570	181.114	-842.042	734.498	210.040	-786.931	750.063
277.454	-648.791	1748.034	549.669	-854.637	1539.819	97.413	-936.009	1551.856	528.733	-888.978	1086.988	177.995	-863.553	1023.464	385.945	-1100.788	1089.278	258.094	-1081.864	1072.800	320.552	-1110.352	1052.395	134.271	-923.447	1148.498	534.716	-909.011	1185.237	135.372	-911.167	937.745	562.487	-972.298	982.883	492.603	-1081.451	590.721	0.000	0.000	0.000	379.057	-769.534	564.782	219.025	-788.745	562.489	372.846	-1068.049	65.019	280.525	-403.034	195.857	328.317	-1147.204	53.498	335.559	-463.356	135.817	205.462	-482.912	115.170	463.548	-1172.413	45.417	444.718	-1255.400	151.741	343.380	-1249.377	162.544	314.082	-614.483	151.755	245.911	-636.492	132.709	284.810	-691.275	50.762	388.602	-1362.993	154.126	253.319	-667.357	28.848	420.813	-1363.675	127.843	317.739	-659.366	31.181	359.963	-1359.969	126.238	482.276	-1226.892	452.895	504.306	-1164.777	421.827	484.748	-1184.363	351.345	472.919	-1234.259	371.533	532.992	-1047.198	857.892	547.417	-976.174	859.141	536.016	-994.530	769.891	520.463	-1061.669	770.124	232.936	-710.763	508.387	220.467	-759.825	483.869	227.908	-737.716	424.777	240.304	-694.733	454.458	192.126	-804.846	817.346	160.256	-867.233	800.240	181.574	-837.291	733.184	210.430	-781.920	748.879
276.671	-644.134	1747.007	548.887	-850.178	1539.016	96.618	-931.768	1550.535	528.841	-886.766	1086.476	177.957	-858.513	1022.297	385.224	-1096.021	1088.304	257.427	-1076.931	1071.920	319.812	-1105.532	1051.622	133.912	-917.592	1147.258	534.725	-907.007	1184.745	135.364	-905.758	936.380	562.268	-968.182	982.091	492.738	-1078.290	590.281	0.000	0.000	0.000	379.030	-764.667	563.691	219.219	-783.960	561.143	372.522	-1067.640	65.122	281.285	-398.210	193.203	328.312	-1147.104	53.477	336.155	-459.467	133.919	206.058	-479.338	113.826	463.612	-1172.274	45.437	444.865	-1254.601	152.191	343.586	-1248.486	162.801	315.076	-610.633	150.215	247.161	-632.848	130.833	286.067	-688.049	50.683	388.435	-1363.079	155.327	254.482	-664.779	28.849	420.704	-1363.198	128.946	318.748	-656.496	30.937	359.895	-1359.275	127.487	482.070	-1224.447	453.312	504.376	-1162.384	421.848	484.869	-1182.536	351.355	473.091	-1232.219	371.749	532.807	-1043.266	857.335	547.390	-972.143	858.106	536.066	-990.883	768.975	520.323	-1057.931	769.547	233.167	-706.291	506.951	220.770	-755.368	482.457	228.238	-733.313	423.416	240.466	-690.123	453.164	192.557	-799.813	815.920	160.134	-861.844	799.349	181.979	-832.589	731.906	211.127	-776.811	747.581
275.842	-639.405	1745.906	548.131	-845.583	1538.000	95.828	-926.534	1548.829	528.024	-879.237	1085.056	178.005	-853.497	1021.114	384.539	-1091.233	1087.495	256.707	-1072.003	1070.870	319.134	-1100.725	1050.782	133.549	-911.707	1146.032	533.956	-899.263	1183.224	135.436	-900.741	935.112	562.038	-964.004	981.383	492.846	-1075.071	589.866	0.000	0.000	0.000	379.271	-759.864	562.870	219.305	-779.379	560.053	372.498	-1067.586	65.078	282.134	-393.547	190.233	328.381	-1147.052	53.424	337.208	-455.536	131.393	207.000	-476.181	112.253	463.640	-1172.153	45.458	444.937	-1253.982	152.428	343.697	-1247.669	163.388	315.651	-606.914	148.965	247.867	-629.160	129.239	287.033	-685.941	51.523	388.487	-1362.269	156.353	255.527	-662.586	29.431	420.867	-1362.483	129.709	319.752	-653.937	30.865	359.920	-1358.585	128.319	482.448	-1221.749	453.447	504.494	-1160.093	421.879	484.828	-1180.701	351.320	473.202	-1230.135	372.363	532.554	-1039.279	856.775	547.417	-968.373	857.556	536.145	-987.233	768.326	520.154	-1054.223	768.854	233.298	-701.735	505.570	221.066	-750.804	481.119	228.617	-729.141	422.127	240.787	-685.762	451.556	193.009	-794.807	814.852	160.605	-857.199	798.012	182.282	-827.672	730.639	211.181	-771.943	746.548
275.054	-634.825	1744.966	547.370	-840.961	1537.113	95.126	-922.683	1547.424	528.297	-877.025	1084.559	178.022	-848.551	1019.857	383.933	-1086.385	1086.742	256.178	-1066.791	1069.670	318.413	-1095.863	1049.851	133.185	-905.797	1144.824	533.861	-896.922	1182.689	135.500	-895.515	933.939	561.892	-959.752	980.557	492.927	-1071.638	589.216	0.000	0.000	0.000	379.343	-755.141	561.248	219.438	-774.724	558.695	372.515	-1067.606	65.053	283.136	-389.414	186.707	328.309	-1146.945	53.419	338.025	-451.927	128.346	207.750	-473.292	110.207	463.687	-1172.024	45.468	444.873	-1253.055	152.812	343.826	-1247.147	164.088	316.232	-603.295	147.232	248.487	-625.648	127.647	288.472	-682.802	51.574	388.664	-1361.659	157.216	256.337	-660.256	29.772	420.911	-1362.115	130.893	320.630	-651.486	30.431	359.943	-1358.018	129.422	482.509	-1219.205	453.857	504.639	-1157.715	421.863	487.756	-1177.801	352.094	473.283	-1228.074	372.709	532.322	-1035.344	856.262	547.412	-964.413	856.755	536.091	-983.348	767.415	520.084	-1050.493	768.485	233.430	-697.208	504.105	221.285	-746.435	479.734	228.776	-724.497	420.692	240.839	-681.208	450.287	193.126	-789.883	813.713	160.630	-851.993	796.980	182.256	-822.326	729.759	211.345	-767.154	745.541
274.346	-630.052	1743.882	546.482	-836.348	1536.429	94.139	-916.895	1545.752	527.635	-869.555	1083.023	177.923	-843.519	1018.770	383.236	-1081.348	1085.939	255.532	-1061.734	1068.685	317.882	-1091.066	1048.833	132.819	-899.866	1143.634	533.030	-889.218	1181.076	135.556	-890.313	932.716	561.713	-955.533	979.851	493.000	-1068.212	588.575	0.000	0.000	0.000	379.300	-750.526	560.874	219.550	-770.234	557.564	372.910	-1068.188	65.029	284.190	-385.514	182.717	328.336	-1146.867	53.360	338.756	-448.510	124.874	208.590	-470.525	107.856	463.721	-1171.832	45.484	445.097	-1252.130	153.391	344.103	-1245.647	164.727	316.853	-600.171	146.065	247.861	-625.696	126.799	288.947	-680.650	53.044	387.846	-1361.989	159.074	256.898	-658.586	30.440	420.883	-1361.376	131.851	321.080	-649.483	30.604	360.069	-1357.230	130.552	482.575	-1216.437	454.183	504.804	-1155.209	421.873	488.052	-1175.774	352.165	473.247	-1225.950	373.143	532.108	-1031.315	855.772	547.352	-960.485	856.063	536.176	-979.606	766.951	520.008	-1046.766	768.044	233.529	-692.728	502.871	221.340	-741.953	478.630	229.105	-720.759	419.571	241.228	-677.090	448.846	193.260	-785.020	812.265	160.946	-847.344	795.656	182.497	-817.594	728.478	211.508	-762.433	744.075
273.471	-625.394	1742.986	545.607	-831.711	1535.515	93.369	-912.859	1544.405	527.467	-865.188	1082.139	177.871	-838.274	1017.190	382.516	-1076.582	1085.148	254.922	-1056.612	1067.840	317.316	-1086.073	1048.051	132.452	-893.920	1142.466	532.884	-886.460	1180.665	135.508	-885.067	931.552	561.510	-951.254	979.034	493.209	-1064.675	588.153	0.000	0.000	0.000	379.472	-745.886	559.986	219.427	-765.199	557.143	372.874	-1068.084	64.959	285.097	-381.781	178.043	328.352	-1146.746	53.322	339.169	-445.895	120.814	209.325	-468.141	104.888	463.750	-1171.664	45.491	445.238	-1251.494	153.654	344.247	-1244.942	165.134	317.171	-597.702	144.483	248.088	-622.864	125.479	288.818	-678.695	53.647	387.992	-1361.318	159.917	256.864	-657.600	30.690	420.958	-1360.793	133.083	320.978	-648.560	31.254	360.112	-1356.487	131.683	482.554	-1213.869	454.646	504.893	-1152.770	421.782	485.364	-1174.445	351.699	473.286	-1223.740	373.515	531.943	-1027.369	855.295	547.362	-956.424	855.414	536.284	-975.942	766.318	519.959	-1042.881	767.539	233.715	-688.197	501.992	221.357	-737.388	478.064	229.229	-716.434	418.709	241.302	-672.764	448.075	193.353	-780.097	811.243	161.077	-842.411	794.417	182.665	-812.880	727.196	211.549	-757.579	742.746
272.649	-620.620	1742.201	544.736	-826.980	1534.641	92.421	-907.337	1542.639	527.531	-862.083	1081.432	177.727	-833.058	1016.055	381.900	-1071.727	1084.242	254.348	-1051.327	1066.956	316.656	-1080.950	1047.179	132.084	-887.962	1141.322	532.611	-882.159	1179.858	135.567	-879.874	930.068	561.221	-946.903	978.266	493.221	-1061.137	587.647	0.000	0.000	0.000	379.773	-741.442	559.727	219.551	-760.114	557.148	372.891	-1068.080	64.931	285.829	-378.087	172.862	328.311	-1146.578	53.287	339.334	-443.840	117.399	209.635	-465.824	101.559	463.792	-1171.524	45.548	445.028	-1250.581	154.737	344.311	-1244.017	165.793	316.787	-595.908	143.106	247.811	-621.197	124.561	288.036	-677.907	54.511	388.385	-1359.638	161.443	256.520	-657.048	30.876	420.989	-1359.914	134.090	320.644	-648.203	31.642	361.244	-1355.165	132.832	482.688	-1211.036	455.115	505.011	-1150.156	421.650	485.493	-1172.524	351.660	473.287	-1221.478	373.949	531.811	-1023.225	854.585	547.377	-952.252	854.507	536.365	-971.977	765.492	519.747	-1038.966	766.781	234.117	-683.488	501.448	221.285	-732.787	477.937	229.220	-712.221	418.475	241.744	-668.510	447.101	193.475	-775.256	809.867	161.128	-837.519	793.305	182.832	-808.272	725.870	211.772	-752.576	741.581
271.813	-615.849	1741.314	543.805	-822.312	1533.908	91.578	-903.022	1541.282	527.567	-858.401	1080.425	177.700	-827.403	1014.768	381.293	-1066.705	1083.397	253.769	-1046.259	1066.006	316.070	-1075.904	1046.339	131.717	-881.997	1140.204	532.083	-875.834	1178.746	135.435	-874.359	929.129	560.988	-942.489	977.336	493.274	-1057.509	586.906	0.000	0.000	0.000	379.816	-736.763	559.222	219.684	-754.690	557.593	372.848	-1068.077	64.902	286.290	-374.470	167.616	328.301	-1146.509	53.237	338.824	-442.018	114.417	209.669	-463.764	98.331	463.846	-1171.268	45.577	445.199	-1249.580	155.450	344.380	-1242.906	166.534	316.838	-594.699	142.128	247.686	-618.918	123.173	287.604	-677.400	54.947	388.739	-1357.228	161.850	256.280	-656.622	30.847	421.071	-1359.106	135.354	320.390	-647.913	31.821	361.315	-1354.421	134.071	482.645	-1208.224	455.351	505.140	-1147.487	421.660	485.584	-1170.291	351.731	473.225	-1219.210	374.316	531.576	-1018.982	853.797	547.409	-948.238	853.934	536.394	-968.077	764.941	519.593	-1034.895	766.205	234.287	-678.628	501.007	221.399	-728.242	478.065	229.083	-707.935	418.459	241.957	-664.307	446.661	193.439	-770.350	808.768	161.371	-832.813	792.117	182.953	-803.461	724.721	211.716	-747.951	740.194
271.056	-610.991	1740.352	542.872	-817.603	1533.006	90.571	-896.962	1539.687	527.312	-852.301	1078.643	177.544	-821.902	1013.782	380.821	-1061.663	1082.673	253.262	-1041.188	1064.622	315.523	-1071.122	1045.336	131.351	-876.030	1139.113	532.078	-873.642	1178.345	135.586	-868.971	927.416	560.929	-938.168	976.619	493.454	-1053.863	586.473	0.000	0.000	0.000	378.009	-733.123	558.283	220.011	-749.939	557.832	372.848	-1068.090	64.905	286.424	-371.368	163.129	328.282	-1146.403	53.234	339.124	-440.256	111.552	209.638	-462.070	95.660	463.869	-1171.148	45.601	445.269	-1248.618	156.199	344.528	-1241.979	167.021	316.994	-593.427	141.098	247.644	-617.908	122.687	287.167	-677.204	55.742	388.374	-1357.956	164.150	256.017	-656.066	31.222	421.080	-1358.314	136.584	320.270	-647.602	31.984	361.327	-1353.439	135.376	482.723	-1205.243	455.880	505.247	-1144.875	421.546	488.229	-1167.478	352.522	473.398	-1216.828	375.029	531.304	-1014.813	853.316	547.327	-944.086	853.083	536.425	-964.024	764.235	519.613	-1030.837	765.634	234.481	-673.996	500.969	221.467	-723.601	478.372	229.204	-704.195	418.466	241.935	-660.139	446.450	193.611	-765.473	807.528	161.388	-827.925	791.113	182.995	-798.647	723.666	211.734	-743.157	738.892
