NO_OF_SAMPLES	2557	
FREQUENCY	2400	
TIME_STAMP	2016-05-02, 16:20:55	8284.06635458
FIRST_SAMPLE	1	
DESCRIPTION	Force data in local (force plate) coordinates	
DATA_INCLUDED	Force	
FORCE_PLATE_TYPE	Amti	
FORCE_PLATE_MODEL	Unknown	
FORCE_PLATE_NAME	Plate-3	
FORCE_PLATE_CORNER_POSX_POSY_X	0.000001	
FORCE_PLATE_CORNER_POSX_POSY_Y	1200.000000	
FORCE_PLATE_CORNER_POSX_POSY_Z	0.000000	
FORCE_PLATE_CORNER_NEGX_POSY_X	600.000000	
FORCE_PLATE_CORNER_NEGX_POSY_Y	1200.000000	
FORCE_PLATE_CORNER_NEGX_POSY_Z	0.000000	
FORCE_PLATE_CORNER_NEGX_NEGY_X	600.000000	
FORCE_PLATE_CORNER_NEGX_NEGY_Y	0.000001	
FORCE_PLATE_CORNER_NEGX_NEGY_Z	0.000000	
FORCE_PLATE_CORNER_POSX_NEGY_X	0.000001	
FORCE_PLATE_CORNER_POSX_NEGY_Y	0.000001	
FORCE_PLATE_CORNER_POSX_NEGY_Z	0.000000	
FORCE_PLATE_LENGTH	1200.000000	
FORCE_PLATE_WIDTH	600.000000	
0.335850	-0.066821	1.523884	0.119262	-0.097023	0.367234	54.202354	79.380482	0.000000
0.246368	0.027130	1.960653	0.206590	-0.190003	0.394608	92.503933	103.404672	0.000000
0.225591	0.052916	1.617609	0.227860	-0.268748	0.349885	160.997865	137.890096	0.000000
0.201367	-0.041626	1.960888	0.119155	-0.174254	0.421340	85.687796	60.676043	0.000000
0.223137	-0.111613	1.698588	0.140861	-0.112602	0.394134	61.582307	85.215190	0.000000
-0.004115	0.100574	2.395264	-0.032721	-0.235633	0.411516	100.776163	-17.128190	0.000000
0.197453	0.074481	2.305498	0.032980	-0.173190	0.384519	72.854427	11.354866	0.000000
0.085352	-0.015577	2.569045	0.010681	-0.219521	0.438381	85.983451	3.257463	0.000000
0.133108	0.162268	2.040752	0.033146	-0.080648	0.430472	38.343898	10.769299	0.000000
0.006243	-0.039909	1.620319	0.030585	-0.268706	0.512630	167.939626	18.967795	0.000000
0.024856	0.006409	1.704038	0.183912	-0.237886	0.431149	141.131802	106.502509	0.000000
0.047301	-0.134596	1.701320	0.205509	-0.144496	0.476102	85.755905	123.796669	0.000000
0.182847	-0.431626	1.881888	0.160618	-0.221244	0.529632	114.683475	96.380273	0.000000
0.063413	-0.153505	2.048525	0.075377	-0.174300	0.402349	85.741530	39.575762	0.000000
0.022316	0.369327	1.953312	0.251524	-0.113143	0.395521	59.623261	117.441380	0.000000
0.293526	0.409943	2.123861	0.317383	-0.065464	0.432206	25.748842	137.899691	0.000000
0.387997	-0.135805	1.793283	0.270471	-0.252390	0.494948	131.491697	153.646839	0.000000
0.491748	-0.501249	2.313241	-0.034674	-0.187451	0.491959	71.985699	-4.635482	0.000000
0.442989	-0.566561	2.488238	-0.143586	-0.217920	0.454731	80.377763	-46.763906	0.000000
0.099413	-0.334382	2.653792	-0.338077	-0.124592	0.390368	47.257251	-121.885497	0.000000
0.035442	-0.103511	2.308004	-0.359773	-0.187810	0.364335	82.862900	-154.708355	0.000000
0.018688	0.030383	2.133843	0.054219	-0.189770	0.393655	90.775675	23.424373	0.000000
0.228076	0.389633	1.171820	0.338330	-0.083489	0.333415	63.157771	269.731783	0.000000
0.348132	0.297262	1.268061	0.576562	-0.239348	0.434332	176.392241	440.930387	0.000000
0.190081	0.040429	1.349905	0.597947	-0.068489	0.533063	45.522578	440.130423	0.000000
0.363267	-0.415145	2.049672	0.335607	-0.111989	0.566365	47.477853	173.334954	0.000000
0.067220	-0.172491	1.622662	0.074222	-0.315319	0.375895	194.418786	50.196477	0.000000
-0.259543	0.082549	2.391409	-0.184522	-0.173639	0.301326	80.718510	-80.228876	0.000000
0.150002	0.144544	1.694005	-0.184536	-0.096171	0.284591	54.350308	-114.717876	0.000000
0.485148	0.028195	2.390134	-0.162538	-0.140265	0.320097	50.149671	-69.857947	0.000000
0.461224	-0.386119	2.826137	-0.207234	-0.092401	0.436176	26.285165	-67.251590	0.000000
0.513679	-0.549875	2.223174	0.183418	-0.110545	0.474266	39.688503	94.494446	0.000000
0.201471	-0.426281	1.710774	-0.079026	-0.282972	0.429130	161.423639	-34.103493	0.000000
0.173683	-0.198428	2.396834	-0.120612	-0.203571	0.419449	83.371335	-47.121771	0.000000
0.061278	0.442027	2.560459	-0.139777	-0.156931	0.375552	62.321462	-65.038743	0.000000
0.050517	0.689256	1.170622	0.055632	-0.114229	0.369836	97.584369	14.839442	0.000000
0.153447	0.433206	1.943579	0.274648	0.058332	0.350060	-31.921218	128.177177	0.000000
0.203290	-0.272795	1.354217	0.314167	-0.114038	0.403739	78.499055	241.531049	0.000000
0.496244	-0.567990	1.712394	0.138376	-0.282795	0.456952	151.971841	97.307398	0.000000
0.222047	-0.613075	2.142207	0.117125	-0.204763	0.482979	92.356819	68.742352	0.000000
-0.005360	-0.107702	2.393399	-0.294653	-0.141289	0.473531	61.462352	-121.930322	0.000000
0.314745	0.369741	1.868809	-0.162630	-0.157637	0.394721	77.662663	-98.818729	0.000000
0.465775	0.236337	1.870551	-0.358665	-0.187554	0.284596	89.272403	-199.717458	0.000000
0.269276	0.098109	1.440746	-0.076842	-0.205694	0.340135	135.092718	-58.197441	0.000000
0.255753	-0.242546	2.479980	0.076477	-0.157125	0.264988	60.157092	34.839281	0.000000
0.269566	-0.454318	1.705906	0.095611	-0.174453	0.456751	96.131086	69.052859	0.000000
