NO_OF_SAMPLES	2850
FREQUENCY	2400
TIME_STAMP	2014-12-18, 11:52:38	15394.98746532
FIRST_SAMPLE	3461
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Amti
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	Plate-2
FORCE_PLATE_CORNER_POSX_POSY_X	73.900002
FORCE_PLATE_CORNER_POSX_POSY_Y	-181.960007
FORCE_PLATE_CORNER_POSX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_POSY_X	530.320007
FORCE_PLATE_CORNER_NEGX_POSY_Y	-182.679993
FORCE_PLATE_CORNER_NEGX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_NEGY_X	526.729980
FORCE_PLATE_CORNER_NEGX_NEGY_Y	-684.380005
FORCE_PLATE_CORNER_NEGX_NEGY_Z	0.000000
FORCE_PLATE_CORNER_POSX_NEGY_X	65.379997
FORCE_PLATE_CORNER_POSX_NEGY_Y	-684.750000
FORCE_PLATE_CORNER_POSX_NEGY_Z	0.000000
FORCE_PLATE_LENGTH	464.000000
FORCE_PLATE_WIDTH	508.000000
-1.443585	2.420694	8.939178	-0.269807	0.594802	0.125687	-59.295968	-40.909722	0.000000	
-3.583461	8.898088	25.480810	-1.671371	0.429347	0.029453	-10.471244	-79.569763	0.000000	
-5.561873	14.230181	32.446773	-2.352710	0.143129	0.013968	3.242916	-90.189309	0.000000	
-5.659049	15.181828	40.621225	-2.847198	-0.023823	0.038157	6.910303	-85.084477	0.000000	
-4.454205	14.423471	49.394968	-3.634739	-0.014064	-0.006764	4.572410	-85.191227	0.000000	
-4.900947	15.308867	44.303734	-3.335092	-0.212981	-0.175785	9.942222	-89.102535	0.000000	
-6.307363	16.884984	41.685729	-2.945820	0.185486	-0.062610	2.371241	-86.957994	0.000000	
-6.224933	14.789251	39.386592	-2.711031	0.373526	0.055482	-2.383435	-83.896853	0.000000	
-5.140871	10.803046	29.174773	-1.880439	0.182778	0.101791	1.587824	-79.304235	0.000000	
-3.478196	9.090480	28.295759	-1.690062	0.371541	-0.106355	-7.485948	-72.547097	0.000000	
-2.195229	9.001087	24.177316	-1.560413	0.438970	-0.113156	-13.842812	-79.473504	0.000000	
