NO_OF_FRAMES	1200
NO_OF_CAMERAS	10
NO_OF_MARKERS	47
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2014-12-18, 11:42:43	14800.30934528
DATA_INCLUDED	3D
MARKER_NAMES	R_AC	L_AC	R_ASIS	L_ASIS	R_PSIS	L_PSIS	R_GT	L_GT	R_IC	L_IC	SACRAL	R_THIGH_PROX_POST	L_THIGH_PROX_POST	R_THIGH_PROX_ANT	L_THIGH_PROX_ANT	R_THIGH_DIST_POST	L_THIGH_DIST_POST	R_THIGH_DIST_ANT	L_THIGH_DIST_ANT	R_LAT_KNEE	R_MED_KNEE	L_LAT_KNEE	L_MED_KNEE	L_PROS_PROX_ANT	L_PROS_PROX_POST	L_PROS_DIST_ANT	L_PROS_DIST_POST	R_LL_PROX_ANT	R_LL_PROX_POST	R_LL_DIST_POST	R_LL_DIST_ANT	R_LAT_ANK	R_MED_ANK	L_MED_ANK	L_LAT_ANK	L_TOE	R_TOE	L_5TH_MET	L_1ST_MET	R_1ST_MET	R_5TH_MET	R_HEEL_SUP	L_HEEL_SUP	R_HEEL_LAT	L_HEEL_LAT	L_HEEL_MED	R_HEEL_MED
544.537	592.113	1570.647	125.011	640.014	1588.563	533.692	699.032	1082.512	180.158	765.028	1069.523	369.250	509.235	1076.653	243.422	539.023	1090.605	555.675	634.363	968.194	123.523	716.181	978.736	541.840	639.999	1178.307	138.563	725.116	1173.891	299.414	509.756	1053.969	533.960	601.041	841.457	131.197	714.092	838.491	549.123	667.898	864.398	161.727	779.765	834.695	530.439	612.265	753.252	140.504	725.895	763.032	546.430	676.880	773.097	167.517	786.044	760.808	508.278	640.881	561.582	383.324	689.840	551.963	157.604	722.019	582.550	313.018	736.542	554.660	161.502	748.060	491.384	150.070	694.711	504.024	161.472	727.636	438.546	150.895	675.023	444.052	531.851	580.366	385.354	499.078	517.661	403.799	498.046	521.980	320.796	519.429	572.854	310.387	491.332	522.634	110.384	390.955	559.729	115.712	201.704	598.950	147.160	134.695	571.164	152.311	151.135	793.832	75.260	469.901	766.492	72.041	78.619	679.813	54.720	206.593	710.821	57.083	410.723	690.570	57.835	538.831	641.416	45.589	421.587	440.701	69.095	165.916	475.162	109.956	456.078	443.391	45.330	133.840	480.489	81.400	197.178	489.644	78.704	394.524	454.131	44.343
544.491	592.107	1570.643	125.002	639.966	1588.544	533.654	698.974	1082.504	180.116	764.976	1069.501	369.205	509.212	1076.636	243.353	538.922	1090.598	555.638	634.342	968.170	123.485	716.122	978.722	541.799	639.948	1178.301	138.491	725.074	1173.868	299.372	509.732	1053.914	533.924	601.008	841.465	131.164	714.060	838.467	549.114	667.873	864.414	161.731	779.740	834.648	530.385	612.215	753.237	140.468	725.870	763.014	546.369	676.808	773.088	167.489	786.010	760.819	508.267	640.789	561.478	383.315	689.853	551.952	157.556	722.015	582.567	313.018	736.548	554.637	161.493	748.054	491.351	150.068	694.713	503.988	161.463	727.655	438.547	150.885	675.026	444.062	531.848	580.383	385.379	499.060	517.661	403.782	498.033	521.990	320.820	519.414	572.810	310.365	491.290	522.614	110.382	390.947	559.716	115.716	201.698	598.916	147.169	134.693	571.146	152.322	151.109	793.824	75.299	469.860	766.445	72.002	78.619	679.821	54.708	206.598	710.739	57.021	410.739	690.580	57.773	538.831	641.414	45.596	421.538	440.693	69.134	165.917	475.157	109.953	456.023	443.364	45.297	133.813	480.535	81.462	197.165	489.619	78.722	394.480	454.093	44.373
544.420	592.069	1570.648	124.968	639.840	1588.528	533.605	698.962	1082.499	180.087	764.945	1069.486	369.197	509.195	1076.532	243.265	538.887	1090.578	555.619	634.307	968.198	123.447	716.113	978.703	541.779	639.878	1178.316	138.448	725.032	1173.822	299.295	509.680	1053.911	533.902	600.984	841.444	131.131	714.047	838.453	549.088	667.835	864.409	161.692	779.707	834.656	530.373	612.185	753.237	140.456	725.868	763.009	546.357	676.783	773.078	167.488	785.994	760.799	508.246	640.815	561.487	383.311	689.873	551.954	157.562	721.981	582.539	312.976	736.516	554.611	161.471	748.034	491.349	150.032	694.707	503.979	161.469	727.625	438.522	150.856	675.016	444.052	531.805	580.369	385.363	499.043	517.654	403.782	498.023	521.986	320.833	519.444	572.839	310.380	491.297	522.613	110.399	390.962	559.713	115.725	201.652	598.955	147.153	134.728	571.065	152.219	151.095	793.820	75.286	469.894	766.467	72.025	78.793	679.659	54.508	206.591	710.751	57.019	410.730	690.590	57.781	538.799	641.421	45.635	421.569	440.680	69.122	165.908	475.159	109.940	456.020	443.352	45.328	133.814	480.527	81.466	197.157	489.615	78.706	394.475	454.081	44.498
544.467	592.006	1570.722	124.872	640.220	1588.526	533.649	698.890	1082.541	179.905	764.925	1069.391	369.246	509.096	1076.565	243.810	538.908	1090.624	555.726	634.291	968.374	123.502	716.064	978.645	541.844	639.878	1178.415	138.174	725.047	1173.740	299.296	509.638	1054.071	533.992	600.848	841.433	131.298	713.994	838.441	548.999	667.878	864.594	161.734	779.149	834.462	530.077	612.626	752.711	140.656	725.815	763.041	546.409	676.774	773.239	167.247	785.698	760.772	508.246	640.851	561.508	383.259	689.916	551.934	157.468	722.191	582.554	313.044	735.196	554.591	161.417	748.065	491.317	149.907	694.924	504.350	161.392	727.666	438.541	151.118	675.076	444.254	531.877	580.343	385.369	499.270	517.449	403.809	497.882	521.978	320.615	519.504	572.842	310.423	491.233	522.758	110.416	391.121	559.841	115.627	201.981	599.256	147.403	134.802	571.230	152.177	151.118	793.801	75.282	470.080	766.532	72.034	78.825	679.797	54.501	206.607	710.873	57.187	410.889	690.484	57.662	539.056	641.487	45.759	420.849	439.676	69.795	165.869	475.075	109.998	456.253	443.352	45.227	134.201	480.543	81.339	197.152	489.626	78.654	394.598	454.118	44.433
544.447	591.932	1570.820	124.604	642.024	1588.675	533.511	698.766	1082.468	179.870	764.933	1069.409	369.244	509.050	1076.539	243.409	538.576	1090.708	555.697	634.184	968.332	123.454	716.003	978.664	541.796	639.760	1178.411	138.147	725.023	1173.753	299.263	509.585	1054.087	533.847	600.822	841.537	131.313	713.988	838.448	548.817	667.797	864.578	161.768	779.076	834.452	529.856	612.446	752.782	140.741	725.785	763.062	546.386	676.737	773.151	167.259	785.676	760.762	508.273	640.835	561.548	383.256	689.920	551.943	157.542	722.155	582.523	313.072	735.086	554.561	161.442	748.078	491.301	149.900	694.897	504.366	161.404	727.676	438.534	151.117	675.021	444.254	531.892	580.313	385.364	499.178	517.401	403.750	497.820	521.879	320.631	519.510	572.786	310.392	491.067	522.566	110.365	391.027	559.768	115.672	201.800	599.088	147.426	134.849	571.225	152.154	151.001	793.779	75.298	470.034	766.519	72.022	78.664	679.872	54.674	206.589	710.954	57.332	410.728	690.503	57.717	538.930	641.540	45.758	420.702	439.698	69.861	165.896	474.951	110.000	456.087	443.236	45.306	134.257	480.527	81.371	197.090	489.415	78.667	394.503	454.124	44.436
544.403	591.885	1570.843	124.537	642.124	1588.678	533.450	698.738	1082.450	179.835	764.894	1069.418	369.207	509.024	1076.541	243.379	538.490	1090.686	555.644	634.131	968.338	123.441	715.980	978.657	541.735	639.716	1178.379	138.115	725.022	1173.757	299.245	509.536	1054.024	533.853	600.751	841.449	131.296	713.965	838.451	548.785	667.740	864.582	161.763	779.044	834.446	530.010	612.412	752.731	140.703	725.769	763.057	546.349	676.737	773.150	167.244	785.643	760.740	508.235	640.812	561.494	383.245	689.920	551.920	157.534	722.115	582.486	313.066	735.122	554.521	161.422	748.064	491.302	149.876	694.881	504.358	161.388	727.645	438.544	151.087	674.994	444.256	531.874	580.278	385.373	499.159	517.390	403.748	497.789	521.850	320.625	519.473	572.743	310.399	491.216	522.602	110.448	391.049	559.743	115.656	201.721	599.087	147.424	134.874	571.208	152.108	151.034	793.768	75.302	470.022	766.516	72.087	78.675	679.817	54.620	206.591	710.985	57.324	410.917	690.427	57.607	538.995	641.500	45.777	420.757	439.718	69.854	165.892	474.932	110.011	456.169	443.209	45.262	134.369	480.483	81.263	197.098	489.361	78.644	394.663	454.191	44.413
544.326	591.855	1570.819	124.479	642.175	1588.678	533.419	698.690	1082.450	179.809	764.875	1069.410	369.146	508.940	1076.550	243.306	538.445	1090.692	555.612	634.103	968.310	123.396	715.944	978.657	541.697	639.627	1178.403	138.049	724.984	1173.750	299.216	509.508	1054.046	533.818	600.709	841.459	131.271	713.931	838.439	548.754	667.702	864.583	161.735	779.009	834.431	530.024	612.370	752.704	140.686	725.746	763.044	546.318	676.727	773.184	167.241	785.635	760.736	508.233	640.831	561.480	383.221	689.945	551.913	157.505	722.078	582.510	313.025	735.195	554.552	161.410	748.047	491.289	149.884	694.861	504.342	161.372	727.628	438.528	151.078	674.979	444.248	531.861	580.318	385.336	499.118	517.377	403.718	497.803	521.838	320.650	519.478	572.743	310.397	491.261	522.519	110.393	391.052	559.756	115.666	201.775	599.067	147.407	134.878	571.204	152.109	151.026	793.798	75.295	470.024	766.507	72.071	78.701	679.811	54.612	206.574	710.937	57.303	410.889	690.453	57.641	538.990	641.505	45.753	420.776	439.729	69.867	165.904	474.940	109.980	456.150	443.196	45.245	134.387	480.450	81.238	197.078	489.373	78.623	394.657	454.131	44.412
544.252	591.815	1570.824	124.443	642.083	1588.664	533.403	698.577	1082.467	179.759	764.827	1069.396	369.109	508.920	1076.517	243.243	538.398	1090.677	555.549	634.016	968.308	123.369	715.898	978.651	541.665	639.579	1178.380	137.995	724.953	1173.712	299.138	509.458	1054.027	533.803	600.678	841.421	131.247	713.911	838.433	548.740	667.663	864.598	161.699	778.990	834.433	529.936	612.317	752.704	140.686	725.702	763.023	546.302	676.700	773.148	167.195	785.593	760.725	508.209	640.744	561.373	383.213	689.951	551.930	157.512	722.068	582.495	313.026	735.249	554.566	161.414	748.050	491.296	149.879	694.858	504.331	161.368	727.626	438.539	151.091	674.982	444.254	531.839	580.306	385.338	499.111	517.419	403.723	497.778	521.838	320.592	519.454	572.763	310.403	491.250	522.500	110.379	391.048	559.765	115.685	201.767	599.012	147.413	134.847	571.178	152.121	151.017	793.785	75.314	470.007	766.514	72.087	78.817	679.745	54.504	206.568	710.937	57.320	410.863	690.430	57.682	539.011	641.479	45.750	420.788	439.750	69.844	165.899	474.932	109.963	456.175	443.184	45.247	134.342	480.475	81.270	197.117	489.378	78.591	394.673	454.199	44.384
544.202	591.794	1570.819	124.406	642.058	1588.665	533.333	698.546	1082.443	179.723	764.775	1069.395	369.052	508.849	1076.521	243.206	538.367	1090.619	555.526	633.976	968.316	123.350	715.880	978.648	541.611	639.531	1178.358	137.932	724.894	1173.747	299.059	509.393	1053.992	533.775	600.648	841.417	131.220	713.870	838.411	548.709	667.618	864.580	161.670	778.951	834.436	529.939	612.288	752.693	140.649	725.680	763.034	546.263	676.694	773.179	167.172	785.576	760.714	508.229	640.884	561.571	383.198	689.983	551.893	157.498	722.066	582.498	313.022	735.210	554.549	161.391	748.018	491.294	149.867	694.841	504.326	161.374	727.638	438.539	151.089	674.952	444.239	531.864	580.289	385.357	499.107	517.368	403.703	497.808	521.846	320.644	519.480	572.763	310.391	491.245	522.485	110.401	391.059	559.754	115.672	201.739	599.065	147.397	134.864	571.176	152.114	151.037	793.785	75.317	470.031	766.514	72.093	78.790	679.769	54.514	206.539	710.961	57.326	410.915	690.421	57.597	538.961	641.520	45.777	420.749	439.725	69.878	165.903	474.907	109.954	456.171	443.180	45.252	134.369	480.449	81.220	197.099	489.310	78.626	394.631	454.143	44.429
544.130	591.747	1570.802	124.336	642.127	1588.656	533.306	698.474	1082.435	179.686	764.736	1069.366	368.994	508.801	1076.505	243.172	538.307	1090.613	555.498	633.931	968.320	123.312	715.859	978.655	541.555	639.444	1178.359	137.887	724.853	1173.724	299.020	509.374	1053.959	533.764	600.617	841.426	131.187	713.843	838.397	548.688	667.602	864.553	161.637	778.923	834.408	529.917	612.292	752.697	140.652	725.652	763.020	546.266	676.663	773.199	167.183	785.559	760.697	508.195	640.741	561.368	383.206	689.992	551.907	157.495	722.029	582.467	312.996	735.178	554.543	161.400	748.014	491.291	149.866	694.824	504.296	161.361	727.614	438.526	151.070	674.935	444.224	531.851	580.264	385.362	499.065	517.386	403.705	497.791	521.826	320.651	519.469	572.736	310.397	491.246	522.461	110.432	391.071	559.737	115.663	201.752	599.010	147.409	134.847	571.185	152.090	151.029	793.773	75.292	470.006	766.511	72.105	78.713	679.819	54.605	206.543	710.947	57.334	410.881	690.428	57.641	539.010	641.475	45.745	420.751	439.746	69.871	165.909	474.923	109.935	456.157	443.174	45.243	134.410	480.421	81.176	197.075	489.303	78.592	394.598	454.094	44.481
